286490247,127.0398003,37.5099362
355063175,127.0526662,37.5011442
355063181,127.0546996,37.4968938
355063396,127.0588777,37.4982374
355063397,127.0582218,37.4995317
355063399,127.0567001,37.5024598
355065351,127.0601547,37.5001783
355065352,127.0569369,37.4991101
355065354,127.0540753,37.4981775
355126396,127.0522407,37.4989669
355126399,127.0595294,37.5013443
355127303,127.0563369,37.5002957
355403568,127.051718,37.5000833
355403569,127.052971,37.5004967
355403697,127.0532378,37.4979076
355403698,127.0521354,37.5002226
355403884,127.0552753,37.5020015
355404270,127.0563167,37.497417
355779944,127.0573762,37.4984289
436832396,127.0383329,37.4978681
436861500,127.044627,37.4984922
436862084,127.0476854,37.4995034
436862086,127.0508808,37.5005574
595750358,127.0534003,37.5130567
595750359,127.0532647,37.5130285
595760135,127.05643,37.5135682
595760166,127.0542152,37.5132155
595760171,127.0549103,37.5133253
596482732,127.0435807,37.5110343
597262474,127.0490634,37.5121762
597262475,127.0503348,37.5121731
597262476,127.0499951,37.5128952
597262477,127.0497787,37.5133512
597262480,127.0505,37.5135583
597262481,127.0492524,37.5126796
597262482,127.0490336,37.513154
597262487,127.0456294,37.5116294
597262490,127.0454899,37.5123598
597262492,127.0454691,37.5115843
597262493,127.0445184,37.5136279
597262494,127.0448779,37.5128654
597262496,127.045516,37.5130499
597262497,127.0461263,37.512484
597262499,127.0456,37.513073
597262500,127.0432575,37.5132822
597262501,127.0431852,37.5134829
597262503,127.0435822,37.5135684
597262504,127.0436519,37.5133854
597262508,127.0458134,37.51168
597262509,127.0452016,37.5129586
597262511,127.0464168,37.5118558
597262512,127.04583,37.5131469
597262516,127.0445476,37.5127709
597262517,127.0451602,37.5114924
597262528,127.0444265,37.5112784
597262529,127.0439418,37.5125916
597262530,127.0437755,37.5130658
597262538,127.0507158,37.5131044
597262546,127.0474267,37.511323
597262548,127.047077,37.5120461
597262560,127.048515,37.5124871
597262567,127.0479429,37.506427
597262570,127.0484724,37.5056531
597262582,127.0521449,37.5127114
597262591,127.0494417,37.5119249
597262605,127.0591325,37.5020836
733859234,127.0566673,37.5069844
733859260,127.0565359,37.5069402
733859395,127.0580738,37.507426
765870470,127.0497407,37.5029598
765870482,127.0573198,37.5054331
765870499,127.0588595,37.5059317
846808283,127.0392749,37.4958572
846808285,127.0522865,37.497593
846808297,127.0517171,37.4987942
846808358,127.0511793,37.4999321
860338420,127.0459881,37.5068542
860338423,127.0457308,37.5065864
860338424,127.0450383,37.5045966
860338425,127.0467862,37.5048128
860338433,127.0440362,37.5047783
860338435,127.0453208,37.5055524
860338436,127.0422998,37.5089603
860338438,127.0438957,37.506854
860338439,127.0403714,37.5077098
860338441,127.050183,37.5112239
860338442,127.0414455,37.5073332
860338446,127.0424692,37.5055619
860338447,127.0469091,37.504586
860338448,127.0437752,37.5042369
860338449,127.043812,37.5053331
860338452,127.0427523,37.5090703
860338453,127.0523353,37.5091361
860338454,127.057195,37.5077783
860338457,127.0437878,37.5048215
860338458,127.0472855,37.5069063
860338460,127.0461965,37.5067215
860338461,127.0452536,37.5043532
860338463,127.0438977,37.5091355
860338465,127.0434222,37.5086136
860338466,127.0424891,37.5076386
860338468,127.0526702,37.5088523
860338471,127.0426711,37.5072109
860338476,127.0562907,37.5073947
860338478,127.04515,37.5045732
860338479,127.0419012,37.5074678
860338480,127.0421217,37.5066009
860338483,127.0457333,37.5053435
860338484,127.042552,37.5083752
860338485,127.0429728,37.5043927
860338489,127.0430161,37.5049667
860338492,127.047378,37.5060427
860338493,127.0591186,37.508357
860338494,127.0421516,37.5075359
860338496,127.0487059,37.5051679
860338497,127.0433514,37.5068078
860338498,127.0426146,37.5060925
860338499,127.0468005,37.5063824
860338500,127.043309,37.5089614
860338502,127.0417083,37.5063541
860338503,127.0430321,37.5078056
860338504,127.0433525,37.5049023
860338505,127.0428247,37.5077347
860338509,127.0431651,37.5054416
860338510,127.0436162,37.5094647
860338513,127.0415881,37.5087467
860338515,127.0435432,37.5083528
860338517,127.046265,37.5058319
860338519,127.0456553,37.5078893
860338520,127.0438045,37.5065208
860338521,127.0437743,37.5091001
860338523,127.0442799,37.5092703
860338524,127.0439811,37.5058611
860338527,127.0447149,37.5046576
860338529,127.045168,37.5056208
860338536,127.0453619,37.5075878
860338537,127.0563946,37.5075174
860338538,127.0407867,37.5085123
860338540,127.0428338,37.5054972
860338541,127.0454763,37.5063234
860338544,127.0443058,37.5070254
860338545,127.0439914,37.5072178
